Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,204191,-,-,-,34.05,-118.26,-8,120,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2017,1,1,0,30,6.2,1.3,0.106,0.64,0,0,0,0,1,3.7,0,0,0,0,0.3,83.9,166.73,0.9400000000000001,0.13,980,1.2000000000000002,306,2.1,0.0000,0.0000
2017,1,1,1,30,6.4,1.26,0.15,0.64,0,0,0,0,1,3.8000000000000003,0,0,0,0,0.296,83.19,156.78,0.9500000000000001,0.13,980,1.4000000000000001,305,2.4000000000000004,0.0000,0.0000
2017,1,1,2,30,6.6000000000000005,1.25,0.20500000000000002,0.64,0,0,0,0,1,3.9000000000000004,0,0,0,0,0.294,82.9,144.78,0.96,0.13,980,1.5,312,2.4000000000000004,0.0000,0.0000
2017,1,1,3,30,6.4,1.29,0.221,0.64,0,0,0,0,1,4,0,0,0,0,0.293,84.55,132.39000000000001,0.96,0.13,980,1.4000000000000001,321,2.2,0.0000,0.0000
2017,1,1,4,30,6,1.34,0.213,0.64,0,0,0,0,1,3.9000000000000004,0,0,0,0,0.294,86.12,120.02,0.96,0.13,980,1.3,331,2.1,0.0000,0.0000
2017,1,1,5,30,5.7,1.3800000000000001,0.192,0.64,0,0,0,0,1,3.8000000000000003,0,0,0,0,0.294,87.56,107.89,0.96,0.13,980,1.2000000000000002,342,2,0.0000,0.0000
2017,1,1,6,30,5.9,1.4000000000000001,0.164,0.64,0,0,0,0,1,3.7,0,0,0,0,0.295,85.5,96.21000000000001,0.9500000000000001,0.13,980,1.1,176,2.1,0.0000,0.0000
2017,1,1,7,30,7.1000000000000005,1.3900000000000001,0.14300000000000002,0.64,34,245,56,0,1,4,34,245,0,56,0.295,80.72,85.05,0.9500000000000001,0.13,981,1,8,2.5,0.0000,0.0000
2017,1,1,8,30,9,1.3800000000000001,0.133,0.64,74,580,222,0,0,4.5,74,580,0,222,0.294,73.22,75.19,0.9400000000000001,0.13,981,1,6,2.2,10.8379,8.3261
2017,1,1,9,30,11,1.36,0.129,0.64,94,730,382,0,0,4.5,94,730,0,382,0.293,64.36,66.79,0.9400000000000001,0.13,982,1,138,1.6,20.0966,15.6177
2017,1,1,10,30,12.8,1.22,0.073,0.64,84,864,509,0,1,4.3,84,864,0,509,0.292,56.42,60.58,0.93,0.13,982,1,268,2.5,27.9651,21.8345
2017,1,1,11,30,13.8,1.26,0.081,0.64,91,881,567,0,1,4.4,91,881,0,567,0.291,52.89,57.31,0.93,0.13,982,1,261,3.4000000000000004,31.7258,24.8129
2017,1,1,12,30,14.200000000000001,1.3,0.08600000000000001,0.64,93,875,563,0,1,4.5,93,875,0,563,0.291,52.230000000000004,57.49,0.93,0.13,981,1,256,3.6,31.4726,24.6128
2017,1,1,13,30,14.100000000000001,1.33,0.08,0.64,86,852,498,0,1,4.7,86,852,0,498,0.291,53.160000000000004,61.1,0.93,0.13,981,1,248,3.5,27.2741,21.2883
2017,1,1,14,30,13.3,1.33,0.085,0.64,78,771,372,7,2,5,205,25,7,215,0.29,57.09,67.56,0.93,0.13,981,1.1,240,3.6,11.2404,8.7286
2017,1,1,15,30,11.700000000000001,1.3,0.093,0.64,62,610,208,7,2,5.5,136,38,7,146,0.28800000000000003,65.72,76.14,0.93,0.13,981,1.1,232,3,7.0720,5.4236
2017,1,1,16,30,9.700000000000001,1.25,0.10300000000000001,0.64,27,233,43,7,3,6.4,29,1,7,30,0.28600000000000003,80.13,86.10000000000001,0.9400000000000001,0.13,982,1.1,224,2,0.0000,0.0000
2017,1,1,17,30,8.8,1.1500000000000001,0.11900000000000001,0.64,0,0,0,0,4,6.9,0,0,0,0,0.28500000000000003,88.12,97.37,0.9500000000000001,0.13,982,1.1,219,1.9000000000000001,0.0000,0.0000
2017,1,1,18,30,9.1,1.09,0.121,0.64,0,0,0,0,1,7.300000000000001,0,0,0,0,0.28300000000000003,88.27,109.11,0.9500000000000001,0.13,983,1.1,218,2.2,0.0000,0.0000
2017,1,1,19,30,9.3,1.06,0.162,0.64,0,0,0,0,4,7.300000000000001,0,0,0,0,0.28200000000000003,87.58,121.27,0.96,0.13,984,1.2000000000000002,217,2.2,0.0000,0.0000
2017,1,1,20,30,9.5,1.04,0.166,0.64,0,0,0,0,4,7.4,0,0,0,0,0.281,86.69,133.65,0.96,0.13,984,1.2000000000000002,208,2,0.0000,0.0000
2017,1,1,21,30,9.600000000000001,1.02,0.145,0.64,0,0,0,0,8,7.4,0,0,0,0,0.28,86.16,146.03,0.96,0.13,984,1.2000000000000002,198,1.9000000000000001,0.0000,0.0000
2017,1,1,22,30,9.600000000000001,1.02,0.17,0.64,0,0,0,0,8,7.4,0,0,0,0,0.28,86.38,157.92000000000002,0.96,0.13,984,1.3,192,1.8,0.0000,0.0000
2017,1,1,23,30,9.700000000000001,1.02,0.17,0.64,0,0,0,0,4,7.5,0,0,0,0,0.28,86.3,167.35,0.96,0.13,983,1.3,193,1.7000000000000002,0.0000,0.0000
2017,1,2,0,30,9.700000000000001,1.01,0.14300000000000002,0.64,0,0,0,0,8,7.7,0,0,0,0,0.279,87.19,166.71,0.96,0.13,983,1.4000000000000001,201,1.7000000000000002,0.0000,0.0000
2017,1,2,1,30,9.600000000000001,1.01,0.165,0.64,0,0,0,0,8,7.800000000000001,0,0,0,0,0.278,88.43,156.82,0.96,0.13,983,1.5,215,1.8,0.0000,0.0000
2017,1,2,2,30,9.600000000000001,0.99,0.158,0.64,0,0,0,0,8,7.9,0,0,0,0,0.278,88.98,144.83,0.96,0.13,983,1.6,227,1.9000000000000001,0.0000,0.0000
2017,1,2,3,30,9.600000000000001,0.9500000000000001,0.133,0.64,0,0,0,1,8,7.9,0,0,1,0,0.278,88.96000000000001,132.44,0.96,0.13,984,1.6,233,1.7000000000000002,0.0000,0.0000
2017,1,2,4,30,9.5,0.9500000000000001,0.151,0.64,0,0,0,0,8,7.800000000000001,0,0,0,0,0.28,88.88,120.07000000000001,0.96,0.13,984,1.7000000000000002,230,1.6,0.0000,0.0000
2017,1,2,5,30,9.5,0.9400000000000001,0.148,0.64,0,0,0,0,8,7.6000000000000005,0,0,0,0,0.281,87.91,107.94,0.96,0.13,984,1.7000000000000002,225,1.5,0.0000,0.0000
2017,1,2,6,30,9.5,0.91,0.131,0.64,0,0,0,0,8,7.5,0,0,0,0,0.281,87.32000000000001,96.24000000000001,0.96,0.13,985,1.8,215,1.6,0.0000,0.0000
2017,1,2,7,30,9.600000000000001,0.92,0.14400000000000002,0.64,35,192,52,7,4,7.300000000000001,14,0,7,14,0.28200000000000003,85.86,85.07000000000001,0.97,0.13,985,1.9000000000000001,204,1.7000000000000002,0.0000,0.0000
2017,1,2,8,30,9.9,0.91,0.147,0.64,79,511,210,7,8,7.4,44,0,7,44,0.28300000000000003,84.36,75.19,0.96,0.13,986,2,204,2.1,2.1481,1.6502
2017,1,2,9,30,10.100000000000001,0.89,0.135,0.64,98,678,366,0,8,7.1000000000000005,52,0,0,52,0.28400000000000003,81.76,66.77,0.96,0.13,987,2,207,2.4000000000000004,2.7361,2.1263
2017,1,2,10,30,10.200000000000001,0.89,0.14200000000000002,0.64,112,741,477,0,6,7,139,4,0,141,0.28400000000000003,80.57000000000001,60.54,0.96,0.13,986,2.1,204,2.6,7.7486,6.0500
2017,1,2,11,30,10.600000000000001,0.89,0.139,0.64,117,778,538,0,8,6.9,180,10,0,185,0.28400000000000003,78.11,57.230000000000004,0.96,0.13,986,2,205,2.8000000000000003,10.3557,8.0996
