Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,204191,-,-,-,34.05,-118.26,-8,120,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2016,1,1,0,30,5.7,1.16,0.043000000000000003,0.64,0,0,0,0,0,-5.800000000000001,0,0,0,0,0.28400000000000003,43.47,166.74,0.87,0.14,989,0.5,56,4,0.0000,0.0000
2016,1,1,1,30,5.7,1.22,0.043000000000000003,0.64,0,0,0,0,0,-5.800000000000001,0,0,0,0,0.28300000000000003,43.44,156.74,0.87,0.14,989,0.5,56,4.2,0.0000,0.0000
2016,1,1,2,30,5.7,1.27,0.043000000000000003,0.64,0,0,0,0,0,-5.800000000000001,0,0,0,0,0.281,43.45,144.73,0.87,0.14,989,0.5,56,4.3,0.0000,0.0000
2016,1,1,3,30,5.5,1.3,0.044,0.64,0,0,0,0,0,-5.7,0,0,0,0,0.28,44.34,132.34,0.87,0.14,989,0.5,55,4.4,0.0000,0.0000
2016,1,1,4,30,5.4,1.31,0.045,0.64,0,0,0,0,0,-5.6000000000000005,0,0,0,0,0.279,44.86,119.97,0.88,0.14,989,0.5,54,4.6000000000000005,0.0000,0.0000
2016,1,1,5,30,5.300000000000001,1.3,0.048,0.64,0,0,0,0,1,-5.6000000000000005,0,0,0,0,0.278,45.37,107.85000000000001,0.88,0.14,989,0.6000000000000001,54,4.7,0.0000,0.0000
2016,1,1,6,30,5.6000000000000005,1.29,0.049,0.64,0,0,0,0,1,-5.4,0,0,0,0,0.277,44.97,96.17,0.88,0.14,989,0.6000000000000001,54,5,0.0000,0.0000
2016,1,1,7,30,7,1.29,0.048,0.64,27,420,64,0,1,-5.2,27,420,0,64,0.276,41.46,85.02,0.88,0.14,990,0.6000000000000001,55,5.5,0.0000,0.0000
2016,1,1,8,30,9.5,1.3,0.048,0.64,53,726,239,0,0,-5.1000000000000005,53,726,0,239,0.275,35.45,75.18,0.88,0.14,990,0.7000000000000001,59,5.7,11.6689,8.9647
2016,1,1,9,30,12.100000000000001,1.3,0.049,0.64,67,851,402,0,0,-5.4,67,851,0,402,0.274,29.09,66.8,0.88,0.14,990,0.7000000000000001,68,4.800000000000001,21.1471,16.4339
