Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,204191,-,-,-,34.05,-118.26,-8,120,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2011,1,1,0,30,3.6,1.3900000000000001,0.073,0.64,0,0,0,0,7,-1.6,0,0,0,0,0.299,68.69,166.74,0.9,0.14,989,1,99,2.1,0.0000,0.0000
2011,1,1,1,30,3.2,1.3800000000000001,0.07100000000000001,0.64,0,0,0,0,0,-1.7000000000000002,0,0,0,0,0.3,70.14,156.75,0.89,0.14,989,1,100,2.3000000000000003,0.0000,0.0000
2011,1,1,2,30,3,1.37,0.07,0.64,0,0,0,0,0,-2,0,0,0,0,0.301,69.71000000000001,144.75,0.9,0.14,989,0.9,96,2.4000000000000004,0.0000,0.0000
2011,1,1,3,30,2.8000000000000003,1.36,0.069,0.64,0,0,0,0,0,-2.5,0,0,0,0,0.304,67.95,132.35,0.9,0.14,990,0.9,89,2.4000000000000004,0.0000,0.0000
2011,1,1,4,30,2.7,1.36,0.067,0.64,0,0,0,0,0,-3.2,0,0,0,0,0.306,65.35,119.99000000000001,0.9,0.14,990,0.9,82,2.4000000000000004,0.0000,0.0000
2011,1,1,5,30,2.6,1.36,0.066,0.64,0,0,0,0,0,-3.7,0,0,0,0,0.309,63.25,107.86,0.9,0.14,990,0.9,80,2.4000000000000004,0.0000,0.0000
2011,1,1,6,30,3,1.34,0.068,0.64,0,0,0,0,0,-4.1000000000000005,0,0,0,0,0.31,59.78,96.18,0.91,0.14,991,0.9,79,2.3000000000000003,0.0000,0.0000
2011,1,1,7,30,4.9,1.36,0.065,0.64,28,366,60,0,0,-3.2,28,366,0,60,0.31,55.92,85.03,0.91,0.14,992,0.9,77,2.5,0.0000,0.0000
2011,1,1,8,30,7.300000000000001,1.37,0.065,0.64,57,683,232,0,0,-3.8000000000000003,57,683,0,232,0.309,45.06,75.18,0.91,0.14,993,0.9,84,2.8000000000000003,11.3271,8.7021
2011,1,1,9,30,9.4,1.3900000000000001,0.064,0.64,72,817,394,0,0,-4.9,72,817,0,394,0.308,36.08,66.8,0.91,0.14,993,0.9,103,2.7,20.7262,16.1068
2011,1,1,10,30,11,1.42,0.06,0.64,78,880,510,0,0,-5.2,78,880,0,510,0.307,31.61,60.61,0.91,0.14,993,1,121,2.4000000000000004,28.0150,21.8730
2011,1,1,11,30,11.9,1.41,0.063,0.64,83,901,570,0,0,-4.800000000000001,83,901,0,570,0.306,30.830000000000002,57.36,0.92,0.14,992,1,137,2.1,31.8855,24.9371
2011,1,1,12,30,12.3,1.3800000000000001,0.073,0.64,87,884,562,7,8,-4.2,168,711,7,549,0.305,31.470000000000002,57.550000000000004,0.92,0.14,991,1.1,152,1.9000000000000001,30.6804,23.9926
2011,1,1,13,30,12.100000000000001,1.36,0.076,0.64,84,851,495,0,4,-3.5,287,145,0,357,0.306,33.39,61.160000000000004,0.93,0.14,991,1.1,159,1.8,19.5446,15.2547
2011,1,1,14,30,11.600000000000001,1.36,0.081,0.64,77,770,369,0,8,-2.8000000000000003,180,300,0,294,0.309,36.44,67.64,0.93,0.14,991,1.2000000000000002,161,1.5,15.3605,11.9270
2011,1,1,15,30,10.5,1.3900000000000001,0.081,0.64,59,623,207,0,8,-0.30000000000000004,113,29,0,120,0.312,47,76.22,0.93,0.14,991,1.2000000000000002,165,1.1,5.8090,4.4543
2011,1,1,16,30,9.600000000000001,1.41,0.079,0.64,24,271,42,7,7,1.3,29,3,7,29,0.315,56.38,86.17,0.93,0.14,991,1.3,166,0.9,0.0000,0.0000
2011,1,1,17,30,9.3,1.35,0.092,0.64,0,0,0,0,1,-0.6000000000000001,0,0,0,0,0.316,50,97.45,0.93,0.14,992,1.3,147,0.8,0.0000,0.0000
2011,1,1,18,30,9.1,1.33,0.099,0.64,0,0,0,0,7,-0.8,0,0,0,0,0.318,50.11,109.19,0.93,0.14,992,1.3,120,0.9,0.0000,0.0000
2011,1,1,19,30,8.5,1.34,0.098,0.64,0,0,0,0,7,0,0,0,0,0,0.32,55.28,121.35000000000001,0.93,0.14,992,1.2000000000000002,109,1.2000000000000002,0.0000,0.0000
2011,1,1,20,30,7.9,1.35,0.094,0.64,0,0,0,0,7,0.7000000000000001,0,0,0,0,0.322,60.53,133.73,0.92,0.14,992,1.2000000000000002,111,1.5,0.0000,0.0000
2011,1,1,21,30,7.300000000000001,1.35,0.089,0.64,0,0,0,0,7,1.3,0,0,0,0,0.325,65.55,146.1,0.92,0.14,992,1.1,111,1.8,0.0000,0.0000
2011,1,1,22,30,6.6000000000000005,1.37,0.079,0.64,0,0,0,0,7,1.3,0,0,0,0,0.328,69,158,0.91,0.14,992,1.1,106,2.1,0.0000,0.0000
2011,1,1,23,30,5.7,1.42,0.064,0.64,0,0,0,0,7,0.7000000000000001,0,0,0,0,0.329,70.36,167.43,0.89,0.14,991,1,98,2.3000000000000003,0.0000,0.0000
2011,1,2,0,30,5,1.43,0.056,0.64,0,0,0,0,1,-0.1,0,0,0,0,0.328,69.44,166.72,0.89,0.14,991,1,92,2.4000000000000004,0.0000,0.0000
2011,1,2,1,30,4.9,1.41,0.054,0.64,0,0,0,0,7,-0.8,0,0,0,0,0.326,66.5,156.8,0.89,0.14,990,1,88,2.3000000000000003,0.0000,0.0000
2011,1,2,2,30,4.9,1.3900000000000001,0.054,0.64,0,0,0,0,7,-0.9,0,0,0,0,0.325,66.28,144.8,0.9,0.14,990,1.1,88,2.2,0.0000,0.0000
2011,1,2,3,30,4.9,1.37,0.055,0.64,0,0,0,0,7,-0.8,0,0,0,0,0.324,66.39,132.41,0.9,0.14,989,1.1,92,2.2,0.0000,0.0000
2011,1,2,4,30,4.9,1.35,0.056,0.64,0,0,0,0,7,-0.9,0,0,0,0,0.322,66.25,120.04,0.9,0.14,989,1.2000000000000002,97,2.2,0.0000,0.0000
2011,1,2,5,30,4.800000000000001,1.33,0.059000000000000004,0.64,0,0,0,0,7,-0.9,0,0,0,0,0.32,66.61,107.92,0.91,0.14,989,1.2000000000000002,102,2.2,0.0000,0.0000
2011,1,2,6,30,5.300000000000001,1.31,0.064,0.64,0,0,0,0,8,-0.9,0,0,0,0,0.317,64.27,96.22,0.91,0.14,989,1.2000000000000002,106,2.3000000000000003,0.0000,0.0000
2011,1,2,7,30,7,1.3,0.07200000000000001,0.64,29,335,58,7,7,0.1,30,1,7,30,0.314,61.43,85.06,0.92,0.14,989,1.3,109,2.7,0.0000,0.0000
2011,1,2,8,30,8.9,1.28,0.08,0.64,61,638,224,0,7,0.4,54,1,0,54,0.313,55.22,75.19,0.92,0.14,989,1.4000000000000001,113,3.4000000000000004,2.6363,2.0253
2011,1,2,9,30,10.100000000000001,1.26,0.085,0.64,79,764,380,0,7,0.1,80,2,0,81,0.313,49.89,66.78,0.93,0.14,988,1.5,121,3.8000000000000003,4.2617,3.3119
2011,1,2,10,30,10.600000000000001,1.25,0.084,0.64,88,825,493,0,7,0.7000000000000001,64,0,0,64,0.311,50.39,60.56,0.93,0.14,988,1.7000000000000002,133,4.2,3.5167,2.7458
2011,1,2,11,30,10.3,1.21,0.088,0.64,94,844,550,0,8,2.3000000000000003,81,0,0,81,0.309,57.480000000000004,57.28,0.9400000000000001,0.14,987,1.8,140,4.3,4.5330,3.5453
2011,1,2,12,30,9.5,1.17,0.09,0.64,95,840,547,0,7,4,105,1,0,106,0.309,68.7,57.45,0.9500000000000001,0.14,986,1.8,137,4.4,5.9268,4.6351
2011,1,2,13,30,9,1.1,0.116,0.64,101,778,477,0,4,5.1000000000000005,20,0,0,20,0.31,76.61,61.04,0.9500000000000001,0.14,985,1.8,130,4.6000000000000005,1.0957,0.8553
2011,1,2,14,30,8.5,1.06,0.116,0.64,89,701,358,0,4,5.7,14,0,0,14,0.312,82.65,67.5,0.9500000000000001,0.14,985,1.8,126,4.7,0.7323,0.5687
2011,1,2,15,30,8.1,1.04,0.10400000000000001,0.64,66,565,202,0,4,6.2,51,0,0,51,0.313,87.73,76.08,0.9500000000000001,0.14,985,1.7000000000000002,123,4.3,2.4715,1.8956
2011,1,2,16,30,7.9,1.03,0.122,0.64,28,184,41,7,4,6.5,17,0,7,17,0.313,90.95,86.04,0.96,0.14,984,1.7000000000000002,121,3.8000000000000003,0.0000,0.0000
2011,1,2,17,30,8.1,1,0.115,0.64,0,0,0,0,8,6.800000000000001,0,0,0,0,0.314,91.5,97.31,0.9500000000000001,0.14,984,1.6,124,3.4000000000000004,0.0000,0.0000
2011,1,2,18,30,8.200000000000001,0.9500000000000001,0.099,0.64,0,0,0,0,4,7.300000000000001,0,0,0,0,0.317,93.97,109.05,0.9500000000000001,0.14,985,1.5,135,2.8000000000000003,0.0000,0.0000
2011,1,2,19,30,8.3,0.96,0.108,0.64,0,0,0,0,1,7.7,0,0,0,0,0.318,96.21000000000001,121.21000000000001,0.9500000000000001,0.14,985,1.5,151,2,0.0000,0.0000
2011,1,2,20,30,8.200000000000001,1.04,0.083,0.64,0,0,0,0,0,7.9,0,0,0,0,0.319,97.88,133.59,0.9400000000000001,0.14,985,1.5,168,1.4000000000000001,0.0000,0.0000
2011,1,2,21,30,8.1,1.1300000000000001,0.063,0.64,0,0,0,0,4,7.7,0,0,0,0,0.319,97.48,145.96,0.9400000000000001,0.14,985,1.5,181,0.9,0.0000,0.0000
2011,1,2,22,30,8,1.19,0.08,0.64,0,0,0,0,0,7.4,0,0,0,0,0.32,96.03,157.86,0.9400000000000001,0.14,984,1.5,187,0.4,0.0000,0.0000
2011,1,2,23,30,7.7,1.24,0.08600000000000001,0.64,0,0,0,0,4,7.1000000000000005,0,0,0,0,0.321,95.84,167.3,0.9400000000000001,0.14,984,1.5,120,0.30000000000000004,0.0000,0.0000
2011,1,3,0,30,7.5,1.29,0.076,0.64,0,0,0,0,7,6.6000000000000005,0,0,0,0,0.322,94.24,166.70000000000002,0.9400000000000001,0.14,984,1.5,51,0.5,0.0000,0.0000
2011,1,3,1,30,7.300000000000001,1.3,0.078,0.64,0,0,0,0,7,6.2,0,0,0,0,0.323,92.64,156.83,0.9400000000000001,0.14,984,1.5,53,0.7000000000000001,0.0000,0.0000
2011,1,3,2,30,7.1000000000000005,1.3,0.081,0.64,0,0,0,0,1,5.800000000000001,0,0,0,0,0.325,91.28,144.86,0.93,0.14,984,1.5,56,0.8,0.0000,0.0000
2011,1,3,3,30,6.9,1.31,0.075,0.64,0,0,0,0,4,5.4,0,0,0,0,0.326,90.24,132.47,0.93,0.14,984,1.5,58,1,0.0000,0.0000
2011,1,3,4,30,6.800000000000001,1.29,0.08700000000000001,0.64,0,0,0,0,7,5.2,0,0,0,0,0.328,89.34,120.10000000000001,0.9400000000000001,0.14,984,1.5,61,1.2000000000000002,0.0000,0.0000
2011,1,3,5,30,6.800000000000001,1.27,0.098,0.64,0,0,0,0,7,5,0,0,0,0,0.329,88.53,107.96000000000001,0.9400000000000001,0.14,985,1.5,62,1.5,0.0000,0.0000
2011,1,3,6,30,6.800000000000001,1.28,0.095,0.64,0,0,0,0,7,4.9,0,0,0,0,0.33,87.88,96.26,0.9500000000000001,0.14,985,1.5,63,1.7000000000000002,0.0000,0.0000
2011,1,3,7,30,7.2,1.23,0.131,0.64,33,237,54,7,4,5,10,0,7,10,0.329,85.62,85.08,0.96,0.14,986,1.4000000000000001,68,2.1,0.0000,0.0000
2011,1,3,8,30,8.200000000000001,1.23,0.14300000000000002,0.64,77,545,216,0,4,5.5,10,0,0,10,0.327,83.28,75.2,0.96,0.14,986,1.4000000000000001,76,2.3000000000000003,0.4882,0.3750
2011,1,3,9,30,9.3,1.24,0.136,0.64,97,703,374,0,4,5.9,95,0,0,95,0.325,79.33,66.76,0.96,0.14,986,1.4000000000000001,87,2.2,4.9990,3.8850
2011,1,3,10,30,10.3,1.18,0.123,0.64,104,788,492,0,4,6.300000000000001,251,29,0,265,0.324,76.45,60.51,0.96,0.14,986,1.4000000000000001,96,1.9000000000000001,14.5656,11.3729
2011,1,3,11,30,11,1.23,0.129,0.64,111,813,552,0,4,6.4,258,18,0,268,0.323,73.34,57.2,0.96,0.14,986,1.4000000000000001,103,1.7000000000000002,15.0041,11.7354
2011,1,3,12,30,11.5,1.27,0.12,0.64,107,822,551,0,4,6.300000000000001,223,3,0,225,0.322,70.18,57.34,0.9500000000000001,0.14,986,1.4000000000000001,109,1.5,12.5877,9.8447
2011,1,3,13,30,11.8,1.19,0.08600000000000001,0.64,89,828,492,0,1,6,89,828,0,492,0.32,67.65,60.910000000000004,0.9500000000000001,0.14,986,1.4000000000000001,111,1.5,26.9770,21.0588
2011,1,3,14,30,11.600000000000001,1.26,0.096,0.64,83,749,371,0,0,5.7,83,749,0,371,0.319,66.99,67.36,0.9500000000000001,0.14,986,1.3,107,1.4000000000000001,19.4281,15.0898
2011,1,3,15,30,10.600000000000001,1.3,0.097,0.64,64,599,210,7,4,5.800000000000001,131,18,7,135,0.319,72.19,75.94,0.9500000000000001,0.14,986,1.3,105,1,6.5496,5.0247
2011,1,3,16,30,9.1,1.31,0.077,0.64,26,284,46,7,4,6.300000000000001,26,0,7,26,0.32,82.84,85.9,0.9500000000000001,0.14,986,1.3,100,0.8,0.0000,0.0000
2011,1,3,17,30,8.200000000000001,1.34,0.082,0.64,0,0,0,0,0,5.300000000000001,0,0,0,0,0.321,81.83,97.17,0.9400000000000001,0.14,987,1.3,83,0.9,0.0000,0.0000
2011,1,3,18,30,7.7,1.3800000000000001,0.078,0.64,0,0,0,0,0,4.800000000000001,0,0,0,0,0.322,82.09,108.91,0.9400000000000001,0.14,988,1.3,68,1.2000000000000002,0.0000,0.0000
2011,1,3,19,30,7.1000000000000005,1.4000000000000001,0.074,0.64,0,0,0,0,0,4.4,0,0,0,0,0.322,83.2,121.07000000000001,0.93,0.14,988,1.2000000000000002,60,1.6,0.0000,0.0000
2011,1,3,20,30,6.7,1.41,0.07200000000000001,0.64,0,0,0,0,0,4.1000000000000005,0,0,0,0,0.321,83.72,133.45,0.93,0.14,988,1.2000000000000002,59,2,0.0000,0.0000
2011,1,3,21,30,6.300000000000001,1.41,0.07,0.64,0,0,0,0,0,3.9000000000000004,0,0,0,0,0.32,84.37,145.82,0.93,0.14,989,1.2000000000000002,60,2.3000000000000003,0.0000,0.0000
2011,1,3,22,30,6,1.4000000000000001,0.07,0.64,0,0,0,0,0,3.6,0,0,0,0,0.319,84.3,157.71,0.9400000000000001,0.14,989,1.2000000000000002,60,2.6,0.0000,0.0000
2011,1,3,23,30,5.9,1.3900000000000001,0.07200000000000001,0.64,0,0,0,0,0,3.3000000000000003,0,0,0,0,0.318,83.32000000000001,167.16,0.9400000000000001,0.14,989,1.2000000000000002,61,2.7,0.0000,0.0000
2011,1,4,0,30,5.800000000000001,1.37,0.074,0.64,0,0,0,0,0,3.1,0,0,0,0,0.318,83.07000000000001,166.67000000000002,0.9400000000000001,0.14,989,1.2000000000000002,62,2.8000000000000003,0.0000,0.0000
2011,1,4,1,30,5.800000000000001,1.36,0.078,0.64,0,0,0,0,0,3.1,0,0,0,0,0.317,82.83,156.86,0.9400000000000001,0.14,989,1.1,62,2.8000000000000003,0.0000,0.0000
2011,1,4,2,30,5.6000000000000005,1.37,0.077,0.64,0,0,0,0,0,2.9000000000000004,0,0,0,0,0.317,83.02,144.91,0.9400000000000001,0.14,989,1.1,60,3,0.0000,0.0000
2011,1,4,3,30,5.4,1.4000000000000001,0.07100000000000001,0.64,0,0,0,0,0,2.7,0,0,0,0,0.316,82.59,132.52,0.9400000000000001,0.14,989,1.1,58,3.2,0.0000,0.0000
2011,1,4,4,30,5.2,1.43,0.066,0.64,0,0,0,0,0,2.4000000000000004,0,0,0,0,0.317,82.11,120.14,0.93,0.14,990,1,56,3.5,0.0000,0.0000
2011,1,4,5,30,5,1.46,0.061,0.64,0,0,0,0,0,2.1,0,0,0,0,0.317,81.65,108,0.93,0.14,990,1,55,3.6,0.0000,0.0000
2011,1,4,6,30,5.2,1.49,0.057,0.64,0,0,0,0,0,1.9000000000000001,0,0,0,0,0.317,79.18,96.29,0.92,0.14,991,0.9,55,3.9000000000000004,0.0000,0.0000
2011,1,4,7,30,6.6000000000000005,1.54,0.05,0.64,27,401,61,0,0,2.1,27,401,0,61,0.316,73.01,85.09,0.92,0.14,991,0.9,55,4.4,0.0000,0.0000
2011,1,4,8,30,8.9,1.53,0.05,0.64,54,711,236,0,0,2.9000000000000004,54,711,0,236,0.314,65.89,75.19,0.92,0.14,991,0.9,55,4.5,11.5214,8.8512
2011,1,4,9,30,11.3,1.51,0.05,0.64,67,844,401,0,0,3.7,67,844,0,401,0.313,59.550000000000004,66.73,0.92,0.14,992,0.8,61,4.3,21.1062,16.4033
2011,1,4,10,30,13.3,1.53,0.046,0.64,73,909,521,0,0,3.1,73,909,0,521,0.311,49.96,60.45,0.92,0.14,992,0.8,69,3.6,28.6468,22.3684
2011,1,4,11,30,14.4,1.54,0.046,0.64,76,934,583,0,0,2.9000000000000004,76,934,0,583,0.31,45.83,57.11,0.91,0.14,991,0.8,75,2.6,32.6546,25.5416
2011,1,4,12,30,15,1.57,0.045,0.64,75,929,579,0,0,3.1,75,929,0,579,0.309,44.800000000000004,57.22,0.91,0.14,990,0.9,78,1.9000000000000001,32.4123,25.3508
2011,1,4,13,30,15.200000000000001,1.56,0.047,0.64,73,900,512,0,0,2.6,73,900,0,512,0.309,42.85,60.78,0.91,0.14,990,0.9,75,1.4000000000000001,28.0959,21.9340
2011,1,4,14,30,14.8,1.56,0.048,0.64,66,836,389,0,0,2.2,66,836,0,389,0.31,42.69,67.22,0.91,0.14,990,0.9,54,0.8,20.3940,15.8422
2011,1,4,15,30,12.9,1.56,0.05,0.64,52,700,224,0,0,4.3,52,700,0,224,0.31,55.7,75.79,0.9,0.14,990,0.9,192,0.5,10.8806,8.3498
2011,1,4,16,30,10.4,1.61,0.05,0.64,24,370,51,0,0,6.1000000000000005,24,370,0,51,0.31,74.76,85.75,0.9,0.14,990,0.9,351,0.8,0.0000,0.0000
2011,1,4,17,30,8.9,1.61,0.05,0.64,0,0,0,0,0,4.6000000000000005,0,0,0,0,0.31,74.53,97.02,0.9,0.14,991,0.9,181,1.2000000000000002,0.0000,0.0000
2011,1,4,18,30,8.1,1.6,0.051000000000000004,0.64,0,0,0,0,0,4,0,0,0,0,0.31,75.52,108.77,0.9,0.14,991,0.9,17,1.7000000000000002,0.0000,0.0000
2011,1,4,19,30,7.5,1.57,0.053,0.64,0,0,0,0,0,3.2,0,0,0,0,0.31,73.99,120.93,0.9,0.14,992,0.9,31,2.2,0.0000,0.0000
2011,1,4,20,30,7.2,1.54,0.056,0.64,0,0,0,0,0,2.4000000000000004,0,0,0,0,0.31,71.41,133.31,0.91,0.14,992,0.9,42,2.8000000000000003,0.0000,0.0000
2011,1,4,21,30,7.1000000000000005,1.5,0.06,0.64,0,0,0,0,0,1.8,0,0,0,0,0.309,69.2,145.68,0.91,0.14,992,0.9,48,3.3000000000000003,0.0000,0.0000
2011,1,4,22,30,7,1.48,0.061,0.64,0,0,0,0,0,1.5,0,0,0,0,0.309,68.26,157.57,0.91,0.14,992,0.9,51,3.7,0.0000,0.0000
2011,1,4,23,30,6.6000000000000005,1.52,0.058,0.64,0,0,0,0,0,1.4000000000000001,0,0,0,0,0.309,69.25,167.02,0.91,0.14,992,1,52,3.7,0.0000,0.0000
2011,1,5,0,30,6.1000000000000005,1.54,0.055,0.64,0,0,0,0,0,1.3,0,0,0,0,0.309,71.09,166.63,0.91,0.14,992,1,53,3.6,0.0000,0.0000
2011,1,5,1,30,5.9,1.56,0.055,0.64,0,0,0,0,0,1.1,0,0,0,0,0.308,71.38,156.89000000000001,0.91,0.14,992,1,51,3.6,0.0000,0.0000
2011,1,5,2,30,5.800000000000001,1.55,0.056,0.64,0,0,0,0,0,0.9,0,0,0,0,0.307,70.98,144.95000000000002,0.91,0.14,992,1,49,3.7,0.0000,0.0000
2011,1,5,3,30,5.7,1.53,0.058,0.64,0,0,0,0,0,0.8,0,0,0,0,0.305,70.72,132.57,0.91,0.14,992,1,48,3.7,0.0000,0.0000
2011,1,5,4,30,5.6000000000000005,1.51,0.062,0.64,0,0,0,0,0,0.7000000000000001,0,0,0,0,0.304,70.53,120.19,0.91,0.14,992,1,47,3.7,0.0000,0.0000
2011,1,5,5,30,5.5,1.49,0.063,0.64,0,0,0,0,0,0.5,0,0,0,0,0.303,70.19,108.04,0.91,0.14,992,1,47,3.7,0.0000,0.0000
2011,1,5,6,30,6,1.48,0.063,0.64,0,0,0,0,0,0.30000000000000004,0,0,0,0,0.303,66.94,96.31,0.91,0.14,993,1,47,4.1000000000000005,0.0000,0.0000
2011,1,5,7,30,7.7,1.47,0.062,0.64,28,373,60,7,7,0.6000000000000001,42,9,7,43,0.302,60.57,85.10000000000001,0.92,0.14,993,0.9,48,4.800000000000001,0.0000,0.0000
2011,1,5,8,30,9.9,1.46,0.062,0.64,57,691,234,0,7,1.1,123,242,0,185,0.301,54.32,75.18,0.92,0.14,993,0.9,47,5.1000000000000005,9.0324,6.9392
2011,1,5,9,30,12.100000000000001,1.45,0.06,0.64,71,825,397,0,8,2.1,166,377,0,315,0.3,50.5,66.7,0.92,0.14,993,0.9,48,4.9,16.5837,12.8888
2011,1,5,10,30,13.9,1.45,0.058,0.64,78,889,518,0,7,2.7,248,107,0,301,0.299,46.87,60.39,0.92,0.14,993,0.9,49,4.3,16.5562,12.9281
2011,1,5,11,30,15.100000000000001,1.43,0.058,0.64,82,915,580,0,7,3.1,163,608,0,494,0.298,44.65,57.01,0.92,0.14,992,0.9,48,3.7,27.6837,21.6545
2011,1,5,12,30,15.8,1.4000000000000001,0.06,0.64,83,912,578,0,7,3,259,52,0,287,0.297,42.36,57.1,0.92,0.14,991,0.9,46,3.3000000000000003,16.0761,12.5744
2011,1,5,13,30,15.9,1.42,0.056,0.64,77,890,513,0,7,2.8000000000000003,189,496,0,432,0.296,41.33,60.64,0.92,0.14,990,0.9,43,2.7,23.7260,18.5241
2011,1,5,14,30,15.100000000000001,1.41,0.06,0.64,71,820,390,0,7,3.3000000000000003,165,362,0,306,0.293,45.19,67.07000000000001,0.92,0.14,990,0.9,36,1.9000000000000001,16.0621,12.4790
2011,1,5,15,30,13.200000000000001,1.4000000000000001,0.06,0.64,56,690,227,0,8,5.9,122,36,0,131,0.292,61.24,75.64,0.92,0.14,990,0.8,31,1.5,6.3711,4.8905
2011,1,5,16,30,11.3,1.4000000000000001,0.053,0.64,25,369,54,7,7,5.5,40,13,7,41,0.292,67.63,85.61,0.91,0.14,991,0.8,33,1.7000000000000002,0.0000,0.0000
2011,1,5,17,30,10.100000000000001,1.41,0.05,0.64,0,0,0,0,7,4.4,0,0,0,0,0.292,67.61,96.87,0.91,0.14,991,0.8,40,2.1,0.0000,0.0000
2011,1,5,18,30,9.3,1.42,0.047,0.64,0,0,0,0,7,3.7,0,0,0,0,0.292,68.19,108.62,0.9,0.14,991,0.8,47,2.7,0.0000,0.0000
2011,1,5,19,30,8.9,1.43,0.044,0.64,0,0,0,0,7,2.8000000000000003,0,0,0,0,0.291,65.53,120.79,0.9,0.14,992,0.8,53,3.5,0.0000,0.0000
2011,1,5,20,30,8.6,1.44,0.042,0.64,0,0,0,0,7,1.9000000000000001,0,0,0,0,0.289,62.6,133.17000000000002,0.9,0.14,992,0.8,57,4,0.0000,0.0000
2011,1,5,21,30,8.200000000000001,1.44,0.04,0.64,0,0,0,0,1,1.4000000000000001,0,0,0,0,0.28700000000000003,62.03,145.54,0.9,0.14,992,0.7000000000000001,57,4.3,0.0000,0.0000
2011,1,5,22,30,7.9,1.44,0.04,0.64,0,0,0,0,7,1,0,0,0,0,0.28500000000000003,61.77,157.42000000000002,0.9,0.14,992,0.7000000000000001,54,4.6000000000000005,0.0000,0.0000
2011,1,5,23,30,7.6000000000000005,1.44,0.04,0.64,0,0,0,0,7,0.6000000000000001,0,0,0,0,0.28400000000000003,61.24,166.87,0.9,0.14,991,0.7000000000000001,51,4.9,0.0000,0.0000
2011,1,6,0,30,7.5,1.41,0.04,0.64,0,0,0,0,8,0.4,0,0,0,0,0.28500000000000003,60.58,166.58,0.9,0.14,991,0.7000000000000001,49,5.1000000000000005,0.0000,0.0000
2011,1,6,1,30,7.5,1.4000000000000001,0.041,0.64,0,0,0,0,7,0.2,0,0,0,0,0.28600000000000003,60.01,156.91,0.9,0.14,991,0.7000000000000001,48,5.1000000000000005,0.0000,0.0000
2011,1,6,2,30,7.4,1.3900000000000001,0.041,0.64,0,0,0,0,7,0.1,0,0,0,0,0.28600000000000003,59.88,144.99,0.9,0.14,990,0.7000000000000001,47,5,0.0000,0.0000
2011,1,6,3,30,7.4,1.3800000000000001,0.043000000000000003,0.64,0,0,0,0,7,0,0,0,0,0,0.28500000000000003,59.47,132.61,0.9,0.14,990,0.6000000000000001,48,4.800000000000001,0.0000,0.0000
2011,1,6,4,30,7.4,1.3900000000000001,0.043000000000000003,0.64,0,0,0,0,7,0,0,0,0,0,0.28400000000000003,59.25,120.23,0.9,0.14,990,0.6000000000000001,49,4.6000000000000005,0.0000,0.0000
2011,1,6,5,30,7.5,1.3800000000000001,0.045,0.64,0,0,0,0,7,0,0,0,0,0,0.28200000000000003,58.910000000000004,108.07000000000001,0.9,0.14,991,0.6000000000000001,50,4.4,0.0000,0.0000
